,time,content_x,English,sentiment,sub,pol,rea,div
13,2010/1/3,"AIA同AIG 2間公司條數係分開的,任何有讀過商業的人也知道的 AIG破產亦不影響AIA的運行  另外一點,AIA係亞洲還是一間非常強勁的公司 如果佢要執笠,咁香港其他保險公司亦難逃 所以其他公司的Agent們,唔到係到講到咁口響 AIG出事大家都唔會好過","The number of AIA and AIG are separated. Anyone who has read business knows that the bankruptcy of AIG will not affect AIA's fortune. On the other hand, AIA is still a very strong company in Asia. If it is going to go bankrupt, other insurance companies in Hong Kong will be hard to escape. So agents of other companies can't be better than AIG",0.650419414,0.5199999999999999,0.0661111111111111,184.699,65.0
14,2010/1/3,好有可能呀....我份保單都係凍過水...,It's very likely that... I have an insurance policy in place,0.17223471399999998,1.0,0.0,180.1533739130435,11.0
15,2010/1/3,乜你認為美國對壽險無嚴密監管咩!  咪又係嚴密監管之下搞到咁囉!!!,What do you think the United States doesn't have close supervision on life insurance! It's under close supervision again!!!,0.17223471399999998,0.0,0.0,181.09618181818183,19.0
16,2010/10/28,你嘅最Final choice唔好得去邊,Where is your final choice,0.47274941200000004,1.0,0.0,175.05636363636367,5.0
17,2010/10/28,"斷估可能呢最近先入職,殺完家人朋友要搵新客  擺多一兩個月無數交就知死的了","Guess what? I've just been employed recently. If you kill a friend, you need to find a new guest for one or two months. You'll know it's great if you don't make it",0.47274941200000004,0.4848484848484849,0.3121212121212121,181.12100912306838,33.0
18,2010/10/28,"樓主竟然識GN16, 非一般人呀~","The owner of the building can gn16 unexpectedly, is not ordinary person~",0.47274941200000004,0.5,0.125,184.34480411225343,12.0
19,2010/10/28,國壽計10年　約3.65%（IRR） 中銀計10年　約3.328%（IRR）   兩者都要以7年+以上的時間才打和本金（假設非保證係派得足）吧？   為何巿場有啲係保證2.5%-3%，唔使等唔使縛的產品唔用，要揀呢類？,"In the 10-year IRR of Guoshou, 3.328% (IRR) is divided into 10 years. Both of them need more than 7 years to pay the principal (if the non guarantee is the license). Why do some markets guarantee 2.5% - 3% and do not have to wait for the products that do not need to be bound to choose this type?",0.47274941200000004,0.5,0.5,182.63829456038317,60.0
20,2010/10/28,[],[],0.8643913870000001,0.0,0.0,0.0,1.0
21,2010/10/28,"真係同你溝通唔到,浪費我時間",I really can't communicate with you. It's a waste of my time,0.8643913870000001,0.1,0.0,176.4560559006211,12.0
22,2010/10/28,供5年果份似乎是人壽單，買呢份沒錯,It seems to be a life policy for five years. It's right to buy this one,0.8643913870000001,0.5357142857142857,0.2857142857142857,180.78958333333333,16.0
23,2010/10/28,避法規,Avoid laws and regulations,0.8643913870000001,0.0,0.0,176.39391304347828,4.0
24,2010/10/30,首先20~30年是一個很長的年份，單看只有幾年數字的GN16絕不準確。一般情況一個保險計劃3~5年就會改頭換面，以新版本取代，到時就不需要再公開舊計劃的實現率，就隨時會跌到不想見地埗。 另外，如果覺得可以用小小的保證金額來搏取更大回報，基本上就是一種賭博心態。如是這樣，倒不如將20萬資金直接買股票，例如匯豐，30年後股價保守估計會翻一翻（亦有過往事例支持），20萬變40萬，另加股息每年5%，30年就有30萬，未計複息回報，即保守估計都可達到70萬，遇上大好週期更隨時上百萬，而且既方便又靈活，何需要買保險？ 所以要小心，不要誤墜這類迷惑。,"First of all, 20-30 years is a very long year, and gn16, which has only a few years' number, is not accurate. Generally, an insurance plan will be changed in 3-5 years and replaced by a new version. At that time, there will be no need to disclose the implementation rate of the old plan, and it will be hard to see the address at any time. In addition, if you think that you can make more profits with a small guaranteed amount, it's basically a gambling mentality. If so, it's better to buy stocks directly with 200000 funds, such as HSBC. After 30 years, the conservative stock price guess will return (supported by past examples), 200000 will change to 400000, and the dividend will be 5% per year. In 30 years, there will be 300000. Can't we recover the return, that is, conservative estimation It is convenient and flexible. Why do you need to buy insurance? Therefore, you should be careful not to fall by mistake.",0.50995034,0.4895549242424243,0.017481060606060604,183.80537254586415,167.0
25,2010/10/30,[],[],0.50995034,0.0,0.0,0.0,1.0
26,2010/10/30,其實係咪要報比保監聽？,"In fact, is it necessary to report to the insurance supervisor?",0.50995034,1.0,0.0,182.63477247502775,11.0
27,2010/10/30,你師兄你似賭博多啲喎 知唔知咩叫分散投資?自己都係估計啦 同非保證嘅估計有咩分別,"What do you know more about diversification, like gambling? What's the difference between the one who can't help himself and the one who can't guarantee",0.50995034,0.5,0.5,183.84989233993903,25.0
28,2010/10/31,新聞有講...,The news says,0.349082589,0.0,0.0,190.43818181818185,3.0
29,2010/10/31,呢個係唸住比小朋友讀書既，唔想放起高風險投資度，因為自己本身已經有股票，基金及物業投資。,"This is to read to children, do not put high-risk investment, because they already have stocks, funds than property investment.",0.349082589,0.0,0.0,185.33301015821652,20.0
30,2010/10/31,[],[],0.349082589,0.0,0.0,0.0,1.0
31,2010/10/31,除非修例。,Except for amendment.,0.349082589,0.0,0.0,196.4734210526316,3.0
32,2010/11/1,"exactly ching ,d人又驚死又想回報高",They are afraid and want high profits,0.588206351,0.72,-0.22,178.52967741935487,7.0
33,2010/11/1,"我唔識你,  中意叫人阿仔,好嘔心",I don't know you. I like to call a son. I'm sick,0.588206351,0.8571428571428571,-0.7142857142857143,177.72972972972977,12.0
34,2010/11/1,都唔係d 咩新野,It's nothing new,0.588206351,0.4545454545454545,0.13636363636363635,192.8771153846154,3.0
35,2010/11/1,這計劃還有意外身估保障，及現有首年保費優惠，真是值得考慮,These schemes also have accidental insurance. It is worth considering the current preferential premium for the first year,0.588206351,0.2777777777777777,0.18333333333333332,186.9384974794623,18.0
36,2010/11/1,"..其實我本來叫你小朋友  人地肯分享佢奶野既經歷,證明佢唔係害你架,","Well, in fact, I told your child to share her grandmother's experience to prove that he didn't harm you,",0.49133715,0.0,0.0,184.9901227390181,19.0
37,2010/11/1,兩份都係，點解買5年？,Both. Why five years?,0.49133715,0.0,0.0,179.49527777777774,4.0
38,2010/11/1,根本係信邊間就買邊間。,You can buy whatever you believe in.,0.49133715,0.0,0.0,173.76417816091958,7.0
39,2010/11/1,"FxD 有隻lump sum  5年guarantee 回本84%, 預期回報103%  10年guarantee 回報106%, 預期回報148%   e 家佢隻2pay3 做預繳 搵agent介紹買, 3年期滿IRR 3.6%","FXD has a lump sum with 84% return in 5 years, 103% return in 10 years, 106% return in 10 years and 148% return in estimated period. He only pays 2 pay3 to find an agent to introduce and buy. The IRR of 3 years is 3.6%",0.49133715,1.0,0.0,182.37901162790695,47.0
40,2010/11/3,若著重回報，這兩個計劃唔會係首選。,"If the focus is on returns, these two plans will not be the first choice.",0.749498308,0.3333333333333333,0.25,188.04388046387157,15.0
41,2010/11/3,"高手 4份3男性/,及3份2女性/的健康數據唔睇. 疾初期保額無左個比例係幾高啊? 反而仲緊要?咩道理啊高手?",The health data of 3 males / 4 and 2 females / were not included How high is the early disease insurance without a given example? Is it important? What's the reason of a master?,0.749498308,0.6133333333333333,0.22,183.63193047828082,35.0
42,2010/11/3,所以說一份是人壽儲蓄，一份剩儲蓄。所以我見議有人壽成份較好，多一份保障,"Therefore, one is life savings, and the other is surplus savings. Therefore, I think it is necessary to have a good life insurance and more security",0.749498308,0.61875,0.26875,182.3925039284006,26.0
43,2010/11/3,有新版本的情況下，都需要公開舊計劃的實現率，除非該計劃已下架。,"If there is a new version, it is also necessary to disclose the implementation rate of the old plan, unless the plan has been issued.",0.749498308,0.5515151515151515,0.07878787878787878,185.09699238359008,25.0
44,2010/11/3,3年期滿 IRR 3.6% 是保證嗎,Is 3.6% IRR a guarantee,0.803914785,0.0,0.0,186.020959752322,5.0
45,2010/11/3,"其實,你講緊D咩?  唔通你意思係賠初期機率底?    下次到你上架啦BO","Actually, what are you talking about? Do you mean the initial probability of compensation? Next time you go to Bo",0.803914785,0.196875,-0.078125,169.59525075987844,20.0
46,2010/11/3,皆因你話要低風險，仲要係做小朋友教育金，穩陣為上,It's also important for children to be educated,0.803914785,1.0,0.4,184.15306730769237,8.0
47,2010/11/3,比哂都係分期咁睇，只不過lump sum 比會有discount,"All of them are staged, but there will be a discount for lump sum",0.803914785,0.0,0.0,185.9336368778281,14.0
48,2010/11/4,Lump sum 回報好d嘛,The profit is very high,0.047228448,0.7020000000000001,0.208,183.55684210526317,5.0
49,2010/11/4,"咁鐘意掩飾缺點既你地  初期差定義差,就話大多都係直接中癌,咁樣拉過去  不過,咁快就開家人單....之後...  加油啦","So you like to cover up the shortcomings of your initial poor definition, that is, most of them are directly in cancer, which has passed. However, so quickly open a family list Come on",0.047228448,0.4,0.04,176.88100653179714,34.0
50,2010/11/4,"所以我說“改頭換面，以新版本取代” ，就是使用""下架""，來迴避繼續公開實現率。","Therefore, when I say ""change the face and replace it with a new version"", I use ""lower"" to avoid continuing to publish the implementation rate.",0.047228448,0.4545454545454545,0.13636363636363635,183.41903134218293,25.0
51,2010/11/4,*唔洗PM 我，呢兩個係FINAL CHOICE,"*Do not wash PM me, these two are final choice",0.047228448,1.0,0.0,184.12057915057915,10.0
52,2010/11/4,尤其那些5/10年期的保單！,Especially the 5 / 10-year policy!,0.652877092,1.0,0.0,179.89423076923077,6.0
53,2010/11/4,按照閣下資料， 上表－ CHIXX LIFE 5年plan 下表－ BXC LIFE 2年PLAN  看不到預期回報高，如果單看非保證金額就有此結論，就中伏上當了。列明非保證就不會保證一定有，隨時可能一半都無，所以比較儲蓄保，切忌看非保證（雖然agent會極力推銷），否則就會後悔。 單看保證金額已經可以分出高下： 1. C記十年已回本（$206140），B記要15年，雖然C記只是分五年，B記早供完但卻要更長時間回本，不合常理 2. 到15、20、25、30年後，C記的保證回報都比B記高，例如30年，C記有$250937，B記只有$230000，少了10％ 3. 如果兩者的非保證金額只有10％實現，30年後C記總共有$303221，B記有$307855，兩者其實相差不多。 所以明顯取決於到底非保證金額實現率有幾高，尤其是標榜高非保證的回報，但我個人就不樂觀，反而高保證金額至少可以“袋住先”，希望非保證的也可以得到同樣回報。,"According to your information, the above table... Chixx life 5-year plan... Bxc life 2-year plan can not see the high profit in the estimated period. If we only look at the non guaranteed amount, we will be cheated. If we list that there is no guarantee without guarantee, we may not have half at any time. Therefore, we should not look at non guarantee (although the agent will try to promote sales), otherwise we will regret it. The guarantee amount can be divided into two parts: 1 Record C has been paid back in ten years ($206140), while record B has 15 years. Although C is only divided into five years, and record B has provided earlier, it will take a longer time to return the original After 15, 20, 25 and 30 years, the guaranteed profit of C is also higher than that of B. for example, in 30 years, C has $250937, while B has only $230000, which is 10% less If only 10% of the non guaranteed amount is realized, 30 years later, there will be a total of $303221 in C and $307855 in B. the difference is not much. Therefore, it obviously depends on the realization rate of the non guaranteed amount, especially the high non guaranteed profit. However, I am not optimistic. On the contrary, the high guaranteed amount can at least be ""bagged first"". I hope that the non guaranteed can also get the same return.",0.652877092,0.478768115942029,0.027028985507246386,183.3339779545893,243.0
54,2010/11/4,看一下第一年啦！ 一份供左4萬，身故賠17萬9千 一份供左10萬，身故賠10萬，何來有人壽,"Take a look at the first year! A contribution of 40000, a death compensation of 179000, a contribution of 100000, a death of 100000, how can there be life",0.652877092,0.3333333333333333,0.3125,182.08837695133147,29.0
55,2010/11/4,"你除左識誹謗,你仲識講咩, 仲話自稱做野正路.","In addition to slander, what else can you say? You claim to be on the right track",0.652877092,0.5357142857142857,0.2857142857142857,177.65123076923078,17.0
56,2010/11/5,不過B 記GN16 都有9x~100%做到，C 記就穩陣D 100% 做到,"However, the gn16 in B is 9x ~ 100%, while that in C is 100%",0.649819434,0.0,0.0,191.48642364793216,15.0
57,2010/11/5,係，不過重點係放係儲蓄同佢既預期回報,"Yes, but it's the savings and his estimated return for the period",0.649819434,0.0,0.0,186.3345156695157,12.0
58,2010/11/5,幾年後先可以退保拎番本金，你真係擺個重點係儲蓄同佢的預期回報方面？,"After a few years, you can withdraw the insurance and get a principal. Do you really get the savings and his estimated profits?",0.649819434,0.15000000000000002,0.0,180.13723529411766,23.0
59,2010/11/5,"反思一下自己吧.  話你地定義差又唔認,  保證保費,即係唔降底,又話係優點  誹謗麻,離告我啦,睇下邊個死   反正你地自己買左,最後你地受返晒","Shrink back If you say that you define the difference but don't admit it and guarantee the premium, that is, you don't lower it. It's a good slander. You've come to sue me. Look at the death below. Anyway, you bought it yourself, and finally you got it back",0.649819434,0.4,0.175,176.67624705510897,49.0
60,2010/11/6,人既低處原來可以咁低,People can be so low,0.260976434,0.3,0.0,184.67,5.0
61,2010/11/6,原意就係咁，有無野可以分享？,This is what I like. Is there anything I can share?,0.260976434,0.0,0.0,186.34643527204503,11.0
62,2010/11/6,D小朋友咩都未見識過以為可以兇到人  挑.大蛇柯尿見過未,Some children have not seen anything and think they can scare people. Have you ever seen snake pee,0.260976434,0.0,0.0,186.79753086419757,18.0
63,2010/11/6,打算20萬一次過俾晒，但點解2個plan都係分期？,"It is planned to pass 20 times, but why are the two plans staged?",0.260976434,0.0,0.0,187.24703846153847,14.0
64,2010/3/2,所以要講清楚d.有行家直情派傳單賣緊呢隻。行外人唔清楚就買錯的了。,"So make it clear D. some experts simply send flyers to sell in this one. If outsiders don't know, they buy the wrong one.",0.139352709,0.5468253968253968,-0.13333333333333333,185.85888248847928,24.0
65,2010/3/2,"不論你揀邊間, 入行前:  記得記得記得 小心小心小心 留意留意留意  間保險公司會唔會收萬幾蚊的TRAINING FEE!!!!!!  攞命係佢地唔係收左錢先上堂, 係你離職時 (包括你比佢炒時) 才會收數佬追你. 收錢條款係唔覺唔覺攝左係合約度, 亦有聽聞過是在上TRAINING簽到那張紙度寫住. 年中唔少人中招上來叫救命. 攪到不止白做仲要嘔凸.","No matter which one you choose, before you go inside: remember to remember to be careful and pay attention to pay attention to whether the insurance company will charge more than 10000 yuan of training fee!!!!!! It's because they don't charge money to attend class, and they only collect money when you leave (including when you fire him) I have heard that it is written on the paper signed by training During the year, many people were called for help It's not only white, but also protruding",0.139352709,0.6666666666666666,0.2333333333333333,181.8430219245053,87.0
66,2010/3/2,唔好意思呀師兄,"Excuse me, sir",0.713614821,0.05,-0.05,190.5227651515152,3.0
67,2010/3/2,我係你就會揀做空姐!,"If I were you, I would choose to be a stewardess!",0.713614821,0.0,0.0,183.00718641718643,11.0
68,2010/3/2,可以單獨買嗎?定係一定要有其他附加計劃?,Can I buy it separately? Or must there be additional plans?,0.8986819979999999,0.0,0.0,180.66142857142862,11.0
69,2010/3/2,謝謝你們的叮囑！我會去唒aia同cx的counter了解清楚ga la...有無人都會去啊？,Thank you for your advice! I will go to the counter of AIA and CX to find out ga la... Is there anyone who will go?,0.8986819979999999,0.0,0.0,177.01285947712418,26.0
70,2010/3/2,做空姐,Be a stewardess,0.6640743610000001,0.0,0.0,192.8046153846154,3.0
71,2010/3/2,可以單買,You can buy it alone,0.6640743610000001,0.0,0.0,163.52000000000004,5.0
72,2010/3/3,Forever love rider,Forever love rider,0.6883871559999999,0.6,0.5,189.9575,3.0
73,2010/3/3,依隻plan 保既癌症係由cin 3等級級別既原位癌開始就會保 糖尿，心臟病都係可受保範圍內，而唔洗加價~,"At present, the only cancer that is planned to be covered is cancer in situ at CIN 3 level, and diabetes mellitus will be protected. Heart disease is within the scope of acceptable coverage, and there is no need to increase the price~",0.6883871559999999,0.5,0.0,187.7501756071747,43.0
74,2010/3/3,你就咁講係誤導，唔洗加價人地就以為係固定保費。呢隻係會加價,It's misleading to say so. People think it's a fixed premium if you don't need to increase the price. This will only increase the price,0.679693997,0.6,0.05,181.9223244943056,25.0
75,2010/3/3,"BROKER們,這就是見客!  小姐,我為你建了一個未來,再給你一個豐盛人生,再來一杯赤霞珠,但我最想給你的,是Forever love","Brokers, this is the meeting! Miss, I have built a future for you. I will give you a rich life and a cup of pain mist. But what I want to give you most is forever love",0.679693997,0.49375,0.34375,177.6587404580153,37.0
76,2010/3/3,師兄，我講緊既係唔會因糖尿同心臟病而令個基本計劃加價喎...,"Elder martial brother, I mean the basic plan will not be increased due to diabetes and heart disease",0.029431093,0.296875,-0.109375,185.19808257419925,18.0
77,2010/3/3,係咪咩癌都包?上網睇佢宣傳單張唔係講得太清楚,Is it all cancer? Reading his leaflet online is not very clear,0.029431093,0.2948717948717948,-0.038461538461538464,183.8439019607843,12.0
78,2010/3/3,係只可以單買，未出rider plan,"Yes, it can only be bought by itself. There is no rider plan",0.026452936,1.0,0.0,183.79272644927536,13.0
79,2010/3/3,我兩個行業都有興趣呀 ... 剛畢業好多野想見識下... 會去招聘會睇下先... CX有講座呀... 唔知AIA有冇...,I'm interested in both industries Just graduated a lot of things want to see Will go to the job fair to have a look CX has a lecture I don't know AIA has,0.026452936,0.7,0.475,182.37627265782348,33.0
80,2010/3/3,我今日都左，依家聽緊渣打個talk,I've had it all today. Now listen to some scraps and make a talk,0.779145062,0.0,0.0,179.9618447378952,14.0
81,2010/3/3,危疾拉打危疾,Fighting against critical illness,0.779145062,0.8,0.0,180.44000000000003,4.0
82,2015/3/31,大m呢期好賤，等人地出晒之後就出終極版,"Big M this issue is very cheap, let others out after the final version",0.47068992299999995,0.6699999999999999,0.17333333333333334,183.17709273182962,14.0
83,2015/3/31,趁冷靜期內快啲聯絡返cs或者個agent啦,Get in touch with the agent of CS or during the cooling off period,0.47068992299999995,0.0,0.0,181.87660377358486,14.0
84,2015/3/31,"對客戶的, 鬧得可能重甘","For customers, it may still be so noisy",0.47068992299999995,0.0,0.0,175.83236391129032,8.0
85,2015/3/31,仲唔叫匯豐收講埋aig.....,Don't ask HSBC to talk about AIG... OK,0.47068992299999995,0.5,0.5,184.01763440860213,8.0
86,2015/3/31,我地BROKER仲賤...睇邊個夠賤用邊間,"We broker is still cheap... See who has cheap, which one to use",0.260696292,0.7,0.4,186.09960784313725,13.0
87,2015/3/31,"你係用家, 咁你咪叫你公司改善囉!","You are the user, you ask your company to improve!",0.260696292,0.0,0.0,168.99258911819888,10.0
88,2015/3/31,依家點都有萬幾啦,Now there are more than 10000,0.260696292,0.5,0.5,191.72000000000003,6.0
89,2015/3/31,"下......aig世界排名,十大不入喎 更加唔好講aia,雖然兩間係分開,但要調動資唔難","Let's see... AIG is the world's top ten, let alone AIA. Although the two are separated, it is not difficult to mobilize funds",0.260696292,0.5,0.25,186.30725600408792,23.0
90,2015/3/31,受氣津貼,Receiving allowance,0.942218542,0.0,0.0,182.32,2.0
91,2015/3/31,投訴接受，作風照舊,"Complaint acceptance, style as usual",0.942218542,0.225,-0.275,178.56139616935485,5.0
92,2015/3/31,"呢樣野, 唔係呢期先發生架喎",This is not what happened in this period,0.942218542,0.0,0.0,182.7472727272728,8.0
93,2015/3/31,AIA資產限制左啦,AIA's assets are limited,0.942218542,0.14285714285714285,-0.07142857142857142,188.94833333333332,4.0
94,2015/3/31,大A有時都幾慘...永遠比人追住離打,Big a sometimes is also very miserable... Always be chased by people,0.765684962,0.55,-0.5,182.3734210526316,12.0
95,2015/3/31,我都唔係Agent....我只係會買terms + CI.......   不過我都考過保險試....... 俾我有現金價值一定會攞返.....因為未來o既紅利一定超少......做乜攞自已舊大錢搏舊細錢....  而且AIG出事...AIA邊會冇事..... 就算佢地兩間公司賬戶分開...但係你認為佢地個investment pool會差好遠嗎..? AIA點解之前有AAA rating? 保險係收左你筆錢去投資....依家個pool有事....AIA可以獨善其身嗎..?,"I'm not an agent... I only buy terms + ci But I've all taken the insurance test Give me the cash value, I will take it back... Good, because in the future, the red sharpness of O must be very small... How can I get some old big money to make old small money And AIG accident... AIA how can it be ok... OK Even if their two company accounts are separated... Do you think their investment pool will be far worse? Why did AIA have AAA rating before? Insurance is to take your money to invest... Now the pool has something to do... AIA can walk alone, OK?",0.765684962,0.4163333333333333,0.10166666666666667,183.7653823397926,109.0
96,2015/3/31,"好辭唔辭, 宜家先辭, 睇黎 AIA 就快變成空殼公司喎.","Good words do not quit, now just quit, it seems that AIA will soon become a shell company",0.765684962,0.6000000000000001,0.7,180.46819444444446,18.0
97,2015/3/31,"係好既事黎, 鼓勵多運動",It's a good thing. Encourage more exercise,0.765684962,0.55,0.6,183.4822712418301,7.0
98,2015/3/31,"咁又唔係喎 大保險公司蝕錢,真係好少見",That's not true. It's rare for big insurance companies to lose money,0.779691756,0.55,0.04166666666666666,180.8067543859649,12.0
99,2015/3/31,其他公司都好不了多少呢,Other companies are not very good,0.873697042,0.4182692307692308,-0.19711538461538455,181.64857142857144,6.0
100,2015/3/31,搵人地做白老鼠先,Please be a white mouse first,0.779691756,0.16666666666666666,0.125,184.67,6.0
101,2015/3/31,佢地不嬲好似食左豬油膏咁，慢人n咁多拍,"They seem to have eaten pig ointment all the time, slowly people n so many photos",0.873697042,0.45,0.09999999999999998,183.7092249417249,16.0
102,2015/3/31,"想問一下各位巴絲，aia 既operations,counter 果d 係咪好難入同好難做架？會唔會ot 得好勁？","I'd like to ask you guys, is AIA's operations and counter very difficult to enter and do? Will it be very difficult to operate?",0.873697042,1.0,-0.65,178.52334353146856,24.0
103,2015/3/31,"如果你段野係好野既話, 不如你開個新貼講囉, 人buy既自自然然會回貼回到第10頁啦, 你係度個個post貼咁hard sell都唔知做乜  你個名好難打, 既然係數字又以7字開頭, 下次容許我簡稱你一聲7頭兄嘛?","If something is a good thing, you might as well open a new post and say that it will naturally return to page 10. If every post is so successful, you don't know why your name is difficult to type. Since it is a number and starts with 7 minutes, will you allow me to briefly call you seven brothers next time?",0.779691756,0.5297348484848484,0.14829545454545456,179.41126518218624,62.0
104,2015/3/31,"有qk, 跟住落黎真係好睇過戲喇","QK, and then I really saw a movie",0.873697042,0.2,0.2,182.17103846153842,8.0
105,2015/3/31,Manulife 重難做,Manulife is still embarrassed,0.779691756,0.0,0.0,183.0430769230769,4.0
106,2015/4/1,"美國政府接管 ?? 美國政府又話借850億過渡性貸款 ???  即係點 ??  我供番月供股票,ok ?? 我買左金磚四國d基金 ?","US government takeover?? The U.S. government said it would borrow 850, 3040 transitional loans??? What can we do? I want to return my monthly stock, OK?? I bought the BRIC D fund?",0.585268438,0.5,0.5,186.48248873873874,32.0
107,2015/4/1,因為少見...所以大鍋......  日本成日有地震...所以震親都損失唔大... 四川一野就搞到死好多人.......  所以你要明白AIG萬一chapter 11係好大鍋......,Because it's rare... So the cauldron Japan often has earthquakes... So shivering doesn't cost much every time A lot of people died in Sichuan So you have to understand that if Chapter 11 of AIG is a big pot,0.585268438,0.4000000000000001,0.16666666666666666,181.01708333333332,39.0
108,2015/4/1,"幾年來 Agent 多左 double, 生意係咁升. 但唔多覺內部多左幾多人. 有時我晚上9點都收到電話証明佢地未收工.","Over the past few years, the agent has increased by double, and the business has increased in this way But I don't know how many more people are inside Sometimes I get calls at 9 p.m. to prove that they are not off duty",0.585268438,0.27,0.11,184.0804141746412,44.0
109,2015/4/1,買Manulife ?,Buy Manulife?,0.585268438,0.0,0.0,167.45003787878787,2.0
110,2015/4/1,"以家我買緊AIA意外保,我想轉保要如何做?","At home, I buy some AIA accident insurance. How can I change it?",0.285424858,0.0,0.0,183.43365973312405,13.0
111,2015/4/1,"好心你們回想一下,如AIG真係要行最後一步,真係會係一個骨牌效應,因為AIG同其他金融伙伴都有生意往來,到時會影響埋其他金融機構.大家都係唔想發生,是嗎?  仲有,你們又知唔知恆生以前都係唔惦,其後匯豐收購佐恆生呢?","Please remember, if AIG really wants to take the last step, it will be a domino effect, because AIG has business relations with other financial partners, which will affect other financial institutions. We don't want to happen, do we? What's more, you know that Hang Seng was still not good before, so HSBC acquired MR Hang Seng?",0.285424858,0.2520833333333333,0.012500000000000004,184.3893947963801,57.0
112,2015/4/1,"我就話 aiｇ一定唔會執，美國政府一定出手打救. aig 執笠, 呢個世界仲成世界","I said that AIG will not pick up, the U.S. government must help The collapse of AIG, the world is still a lifetime",0.285424858,0.0,0.0,188.5595849802372,23.0
113,2015/4/1,保記等其他保險公司都係....忙到抽根,Other insurance companies like Baoji are busy,0.285424858,0.3375,-0.012499999999999995,177.62000000000003,7.0
114,2015/4/1,你所講係一般傳统書本描述債券投資的基本買賣；但今次AIG出事主要係太多CDS（近幾年出現的洐生工具），這類高風險投資並非一般傳統保險所投資的產品。因AIG業務太廣，近年過度彭漲越玩越深害及其他業務,"What you're talking about is that the general traditional books describe the basic trading of bond investment. However, the accident of AIG is mainly due to too many CDs (emerging in recent years), and this kind of high-risk investment is not the product invested by the general traditional insurance. Because AIG's business is too wide, the boom has become more and more harmful in recent years than other businesses",0.47288888700000004,0.4767857142857143,0.13214285714285715,183.13934858128155,69.0
